항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
매출액(수익),"4,577.4","5,034.1","4,572.6","4,529.3","5,119.7",13.0
*내수,,,,"2,727.3",,
*수출,,,,"1,802.0",,
매출원가,"4,159.7","4,295.8","4,128.7","4,021.9","4,611.6",14.7
매출총이익,417.7,738.3,443.9,507.3,508.1,0.1
판매비와관리비,348.9,373.1,280.8,361.9,376.5,4.0
영업이익,68.8,365.1,163.1,145.4,131.6,-9.5
*기타영업손익,,,,,,
영업이익(발표기준),68.8,365.1,163.1,145.4,131.6,-9.5
*[구K-IFRS]영업이익,,,,,,
금융수익,4.3,14.6,23.5,60.8,91.2,49.9
금융원가,33.8,66.3,56.7,99.3,140.3,41.3
기타영업외손익,0.4,-71.0,-1.0,-165.9,-86.8,47.7
"종속기업,공동지배기업및관계기업관련손익",,-3.9,39.2,15.1,6.9,-54.2
법인세비용차감전계속사업이익,39.8,238.5,168.1,-43.8,2.5,105.7
법인세비용,77.3,31.5,61.8,17.1,-17.3,-201.1
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,-37.5,206.9,106.3,-61.0,19.9,132.6
중단사업이익,,,98.0,8.1,,
*중단사업법인세효과,,,80.4,,,
당기순이익,-37.5,206.9,204.3,-52.9,19.9,137.5
기타포괄이익,-32.4,-39.5,1.4,71.5,68.4,-4.4
총포괄이익,-69.9,167.5,205.8,18.6,88.2,374.1
*주당계속사업이익,-153,56,67,-73,-18,75
*주당순이익,-153,56,58,-73,-18,75
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,-153,56,67,-73,-18,75
*(지배주주지분)주당순이익,-153,56,58,-73,-18,75
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
