,항목,2020,2020,2021,2021(E) 연간컨센서스닫기
0,펼치기 ESR켄달스퀘어리츠,,2.02,1.98,
1,현금DPS,0,131,131,
2,보통주수정주가(기말),,"6,503","6,640","6,860"
3,펼치기 은행,4.33,4.33,4.34,5.39
4,현금배당,"32,155","32,155","51,370","49,179"
5,보통주시가총액(기말),"742,026","742,026","1,186,580","1,245,046"
6,펼치기 코스피,2.02,2.02,1.77,2.41
7,현금배당,"382,473","382,473","372,239","360,792"
8,보통주시가총액(기말),"18,907,113","18,907,113","21,081,576","19,822,206"
