,항목,2019,2020,2021,2022(E) 연간컨센서스닫기
0,펼치기 LIG넥스원,1.10,0.98,1.96,1.97
1,보통주수정주가(기말),"31,600","30,500","68,600","77,700"
2,BPS,"28,817","31,034","35,023","39,377"
3,"펼치기 상사,자본재",0.93,0.90,0.83,0.74
4,보통주시가총액(기말),"797,747","849,830","880,132","874,059"
5,자본총계(지배),"861,677","942,498","1,063,871","1,091,175"
6,펼치기 코스피,0.90,1.14,1.12,0.98
7,보통주시가총액(기말),"14,149,369","18,907,113","21,081,576","19,822,206"
8,자본총계(지배),"15,774,811","16,513,298","18,756,007","18,421,623"
