,항목,2019,2020,2021,2022(E) 연간컨센서스닫기
0,펼치기 광전자,0.50,0.59,0.78,
1,보통주수정주가(기말),"2,155","2,350","3,260","2,610"
2,BPS,"4,292","3,966","4,165",
3,펼치기 IT하드웨어,1.57,2.06,2.17,1.80
4,보통주시가총액(기말),"509,079","678,988","842,719","733,608"
5,자본총계(지배),"323,270","329,305","386,407","277,311"
6,펼치기 코스피,0.90,1.14,1.12,0.98
7,보통주시가총액(기말),"14,149,369","18,907,113","21,081,576","19,822,206"
8,자본총계(지배),"15,774,811","16,513,298","18,756,007","18,421,623"
