,항목,2019,2020,2021,2022(E) 연간컨센서스닫기
0,펼치기 KCTC,0.43,0.55,0.84,
1,보통주수정주가(기말),"2,750","3,750","6,220","6,010"
2,BPS,"6,429","6,805","7,431",
3,펼치기 운송,1.03,1.30,1.22,1.09
4,보통주시가총액(기말),"240,538","399,675","510,630","618,601"
5,자본총계(지배),"233,071","307,765","418,938","481,037"
6,펼치기 코스피,0.90,1.14,1.12,0.98
7,보통주시가총액(기말),"14,149,369","18,907,113","21,081,576","19,822,206"
8,자본총계(지배),"15,774,811","16,513,298","18,756,007","18,421,623"
