,항목,2019,2020,2021,2022(E) 연간컨센서스닫기
0,펼치기 갤럭시아에스엠,1.88,1.90,2.55,
1,보통주수정주가(기말),"1,485","1,430","3,055","2,065"
2,BPS,791,752,"1,200",
3,"펼치기 미디어,교육",1.47,1.82,2.36,1.91
4,보통주시가총액(기말),"243,664","331,944","511,601","410,182"
5,자본총계(지배),"165,280","181,615","214,733","170,833"
6,펼치기 코스피,0.90,1.14,1.12,0.98
7,보통주시가총액(기말),"14,149,369","18,907,113","21,081,576","19,822,206"
8,자본총계(지배),"15,774,811","16,513,298","18,756,007","18,421,623"
