,항목,2019,2020,2021,2022(E) 연간컨센서스닫기
0,펼치기 SK텔레콤,0.76,0.71,1.09,1.11
1,보통주수정주가(기말),"47,600","47,600","57,900","61,000"
2,BPS,"62,760","66,577","53,218","55,142"
3,펼치기 통신서비스,0.75,0.69,0.80,0.81
4,보통주시가총액(기말),"334,282","317,554","278,759","302,530"
5,자본총계(지배),"443,365","458,112","349,877","357,771"
6,펼치기 코스피,0.90,1.14,1.12,0.98
7,보통주시가총액(기말),"14,149,369","18,907,113","21,081,576","19,822,206"
8,자본총계(지배),"15,774,811","16,513,298","18,756,007","18,421,623"
