,항목,2019,2020,2021,2022(E) 연간컨센서스닫기
0,펼치기 LG디스플레이,0.51,0.58,0.67,0.46
1,보통주수정주가(기말),"16,250","18,550","24,600","17,350"
2,BPS,"31,694","31,847","36,664","38,102"
3,펼치기 디스플레이,1.00,1.28,1.16,0.73
4,보통주시가총액(기말),"204,237","281,944","280,143","222,635"
5,자본총계(지배),"204,579","219,666","240,347","169,312"
6,펼치기 코스피,0.90,1.14,1.12,0.98
7,보통주시가총액(기말),"14,149,369","18,907,113","21,081,576","19,822,206"
8,자본총계(지배),"15,774,811","16,513,298","18,756,007","18,421,623"
