,항목,2019,2020,2021,2022(E) 연간컨센서스닫기
0,펼치기 GKL,2.06,2.12,2.12,2.58
1,보통주수정주가(기말),"19,450","16,700","13,150","14,550"
2,BPS,"9,460","7,863","6,201","5,649"
3,"펼치기 호텔,레저서비스",1.94,1.89,2.04,2.06
4,보통주시가총액(기말),"178,055","160,315","168,530","174,054"
5,자본총계(지배),"91,809","84,995","82,470","73,023"
6,펼치기 코스피,0.90,1.14,1.12,0.98
7,보통주시가총액(기말),"14,149,369","18,907,113","21,081,576","19,822,206"
8,자본총계(지배),"15,774,811","16,513,298","18,756,007","18,421,623"
