,항목,2019,2020,2021,2022(E) 연간컨센서스닫기
0,펼치기 DB하이텍,1.86,2.79,2.86,1.88
1,보통주수정주가(기말),"27,600","51,000","72,700","69,400"
2,BPS,"14,844","18,294","25,449","36,904"
3,펼치기 반도체,1.34,1.82,1.58,1.21
4,보통주시가총액(기말),"4,258,613","6,134,068","6,271,738","5,350,761"
5,자본총계(지배),"3,170,872","3,373,486","3,970,168","4,229,387"
6,펼치기 코스피,0.90,1.14,1.12,0.98
7,보통주시가총액(기말),"14,149,369","18,907,113","21,081,576","19,822,206"
8,자본총계(지배),"15,774,811","16,513,298","18,756,007","18,421,623"
