,항목,2019,2020,2021,2022(E) 연간컨센서스닫기
0,펼치기 금비,0.50,0.46,0.55,
1,보통주수정주가(기말),"64,200","57,200","71,100","68,000"
2,BPS,"127,891","123,048","129,156",
3,"펼치기 비철,목재등",0.85,0.90,0.94,1.02
4,보통주시가총액(기말),"197,155","212,167","258,511","262,570"
5,자본총계(지배),"231,499","237,002","274,799","145,960"
6,펼치기 코스피,0.90,1.14,1.12,0.98
7,보통주시가총액(기말),"14,149,369","18,907,113","21,081,576","19,822,206"
8,자본총계(지배),"15,774,811","16,513,298","18,756,007","18,421,623"
