,항목,2019,2020,2021,2022(E) 연간컨센서스닫기
0,펼치기 GS,0.55,0.43,0.36,0.38
1,보통주수정주가(기말),"51,600","37,550","39,100","47,450"
2,BPS,"93,884","88,236","108,672","125,640"
3,펼치기 에너지,0.84,0.93,0.94,0.88
4,보통주시가총액(기말),"378,728","381,336","447,196","458,624"
5,자본총계(지배),"451,117","409,458","474,369","473,930"
6,펼치기 코스피,0.90,1.14,1.12,0.98
7,보통주시가총액(기말),"14,149,369","18,907,113","21,081,576","19,822,206"
8,자본총계(지배),"15,774,811","16,513,298","18,756,007","18,421,623"
