,항목,2019,2020,2021,2022(E) 연간컨센서스닫기
0,펼치기 SK아이이테크놀로지,0.00,0.00,5.40,3.62
1,보통주수정주가(기말),,,"168,000","117,000"
2,BPS,"13,139","19,258","31,084","32,283"
3,펼치기 IT가전,1.13,2.40,2.77,3.02
4,보통주시가총액(기말),"366,145","831,148","1,172,140","1,948,085"
5,자본총계(지배),"323,246","346,557","422,874","618,763"
6,펼치기 코스피,0.90,1.14,1.12,0.98
7,보통주시가총액(기말),"14,149,369","18,907,113","21,081,576","19,822,206"
8,자본총계(지배),"15,774,811","16,513,298","18,756,007","18,421,623"
