,항목,2019,2020,2021,2022(E) 연간컨센서스닫기
0,펼치기 BGF,0.36,0.31,0.32,0.31
1,보통주수정주가(기말),"5,600","4,895","5,290","5,180"
2,BPS,"15,700","15,782","16,393","16,446"
3,펼치기 소매(유통),0.61,0.58,0.58,0.50
4,보통주시가총액(기말),"249,353","231,787","252,940","249,860"
5,자본총계(지배),"409,302","401,995","433,774","411,682"
6,펼치기 코스피,0.90,1.14,1.12,0.98
7,보통주시가총액(기말),"14,149,369","18,907,113","21,081,576","19,822,206"
8,자본총계(지배),"15,774,811","16,513,298","18,756,007","18,421,623"
