,항목,2019,2020,2021,2022(E) 연간컨센서스닫기
0,펼치기 STX엔진,0.79,0.76,0.93,
1,보통주수정주가(기말),"6,780","7,280","9,600","13,600"
2,BPS,"8,589","9,638","10,271",
3,펼치기 조선,1.01,1.06,1.22,1.20
4,보통주시가총액(기말),"256,894","251,212","326,594","368,254"
5,자본총계(지배),"253,601","236,215","268,110","255,914"
6,펼치기 코스피,0.90,1.14,1.12,0.98
7,보통주시가총액(기말),"14,149,369","18,907,113","21,081,576","19,822,206"
8,자본총계(지배),"15,774,811","16,513,298","18,756,007","18,421,623"
