,Knee,Shoulder,AvgNumMonth,Prec,Recall,Accuracy,FScore,AltCostScore,IniAsset,FinalAsset,CAGR,MDD
0,0.02,-0.02,2,100.0,1.639344262295082,39.0,3.2258064516129035,-28.976796560810254,1000000,1036784.0,0.4318158997399957,3.485180000000004
