Key,Data
전일 종가,2.05
금일 변동,1.833-2.06
매출,36.5M
금일 시가,2.06
52주 변동폭,1.833-6.14
주당순이익,-2.01
거래량,"163,476"
총 시가,5.34M
배당금,"N/A
(N/A)"
평균 거래량,"52,254"
주가수익비율,-
베타,0.75
1년 변동률,-56.74%
발행주식수,"2,775,030"
다음 실적 발표일,2022년 5월 26일
