Key,Data
전일 종가,190.7
금일 변동,188.23-196.85
매출,1.99B
금일 시가,188.23
52주 변동폭,179.13-319.88
주당순이익,3.07
거래량,"248,541"
총 시가,12.21B
배당금,"N/A
(N/A)"
평균 거래량,"298,809"
주가수익비율,62.18
베타,0.87
1년 변동률,-15.11%
발행주식수,"63,531,636"
다음 실적 발표일,2022년 8월 11일
