Key,Data
전일 종가,15.05
금일 변동,15.07-15.34
매출,41.34M
금일 시가,15.07
52주 변동폭,12.4-35.68
주당순이익,1.26
거래량,"2,004"
총 시가,55.51M
배당금,"N/A
(N/A)"
평균 거래량,"11,000"
주가수익비율,12.20
베타,1.09
1년 변동률,-54.55%
발행주식수,"3,618,663"
다음 실적 발표일,2022년 9월 01일
