Key,Data
전일 종가,6.98
금일 변동,6.75-6.912
매출,1B
금일 시가,6.82
52주 변동폭,3.92-9.27
주당순이익,0.24
거래량,945
총 시가,1.3B
배당금,"N/A
(N/A)"
평균 거래량,"2,437"
주가수익비율,28.09
베타,0.79
1년 변동률,40.62%
발행주식수,"185,155,294"
다음 실적 발표일,2022년 8월 17일
