Key,Data
전일 종가,22.48
금일 변동,22.36-22.85
매출,144.08M
금일 시가,22.37
52주 변동폭,19.81-25.95
주당순이익,2.57
거래량,"75,549"
총 시가,680.08M
배당금,"0.88
(3.93%)"
평균 거래량,"119,470"
주가수익비율,8.74
베타,0.72
1년 변동률,-0.66%
발행주식수,"30,347,077"
다음 실적 발표일,2022년 7월 26일
