Key,Data
전일 종가,4.31
금일 변동,4.27-4.68
매출,235.42M
금일 시가,4.29
52주 변동폭,3.06-7.66
주당순이익,-1.65
거래량,"114,544"
총 시가,76.39M
배당금,"N/A
(N/A)"
평균 거래량,"281,671"
주가수익비율,-
베타,2.25
1년 변동률,-22.34%
발행주식수,"16,535,266"
다음 실적 발표일,2022년 8월 03일
