Key,Data
전일 종가,21.86
금일 변동,21.82-23.41
매출,5.91B
금일 시가,21.87
52주 변동폭,21.81-35.69
주당순이익,29.99
거래량,"964,008"
총 시가,1.64B
배당금,"1.00
(4.57%)"
평균 거래량,"814,275"
주가수익비율,0.73
베타,1.3
1년 변동률,-33.15%
발행주식수,"70,701,352"
다음 실적 발표일,2022년 8월 03일
