Key,Data
전일 종가,7.94
금일 변동,7.51-7.87
매출,-
금일 시가,7.77
52주 변동폭,5.91-12.63
주당순이익,-0.97
거래량,"2,022,937"
총 시가,2.13B
배당금,"N/A
(N/A)"
평균 거래량,"3,682,299"
주가수익비율,-
베타,1.36
1년 변동률,-15.48%
발행주식수,"280,162,619"
다음 실적 발표일,2022년 8월 10일
