Key,Data
전일 종가,0.1435
금일 변동,0.138-0.1511
매출,39.67M
금일 시가,0.1511
52주 변동폭,0.125-1.49
주당순이익,-
거래량,"819,151"
총 시가,25.64M
배당금,"N/A
(N/A)"
평균 거래량,"2,971,917"
주가수익비율,-
베타,-
1년 변동률,-88.71%
발행주식수,"187,858,521"
다음 실적 발표일,2022년 6월 08일
