Key,Data
전일 종가,7.26
금일 변동,7.14-8.16
매출,1.16B
금일 시가,7.22
52주 변동폭,6.91-38.96
주당순이익,-3.19
거래량,"939,569"
총 시가,125.52M
배당금,"N/A
(N/A)"
평균 거래량,"387,611"
주가수익비율,-
베타,2.72
1년 변동률,-79.94%
발행주식수,"15,748,905"
다음 실적 발표일,2022년 5월 26일
