Key,Data
전일 종가,32.21
금일 변동,32.2-32.35
매출,500.68M
금일 시가,32.24
52주 변동폭,21.25-32.89
주당순이익,1.74
거래량,"596,123"
총 시가,1.61B
배당금,"N/A
(N/A)"
평균 거래량,"1,001,351"
주가수익비율,18.48
베타,2.11
1년 변동률,24.75%
발행주식수,"49,878,312"
다음 실적 발표일,2022년 8월 04일
