Key,Data
전일 종가,14.62
금일 변동,14.45-14.82
매출,742.86M
금일 시가,14.55
52주 변동폭,13.24-16.27
주당순이익,0.78
거래량,"228,409"
총 시가,972.48M
배당금,"N/A
(N/A)"
평균 거래량,"208,352"
주가수익비율,18.79
베타,0.67
1년 변동률,3.23%
발행주식수,"66,065,420"
다음 실적 발표일,2022년 8월 03일
