Key,Data
전일 종가,19.5
금일 변동,19.4-19.93
매출,138.54M
금일 시가,19.45
52주 변동폭,18.23-26.13
주당순이익,-0.04
거래량,"271,008"
총 시가,774.23M
배당금,"1.5048
(7.55%)"
평균 거래량,"246,186"
주가수익비율,-
베타,1.03
1년 변동률,-6.2%
발행주식수,"38,906,087"
다음 실적 발표일,2022년 8월 01일
