Key,Data
전일 종가,0.5859
금일 변동,0.5501-0.575
매출,250.47M
금일 시가,0.575
52주 변동폭,0.5012-5.6
주당순이익,-1.95
거래량,"566,393"
총 시가,43.83M
배당금,"N/A
(N/A)"
평균 거래량,"5,597,375"
주가수익비율,-
베타,1.36
1년 변동률,-83.03%
발행주식수,"77,066,612"
다음 실적 발표일,2022년 8월 10일
