Key,Data
전일 종가,3.52
금일 변동,3.33-3.63
매출,32.52M
금일 시가,3.55
52주 변동폭,2.91-19
주당순이익,-0.52
거래량,"90,845"
총 시가,87.88M
배당금,"N/A
(N/A)"
평균 거래량,"193,474"
주가수익비율,-
베타,1.27
1년 변동률,-79.09%
발행주식수,"25,181,857"
다음 실적 발표일,2022년 8월 09일
