Key,Data
전일 종가,95.17
금일 변동,90.04-95.58
매출,258.04M
금일 시가,94.34
52주 변동폭,82.92-275.94
주당순이익,-1.27
거래량,"157,163"
총 시가,1.02B
배당금,"N/A
(N/A)"
평균 거래량,"79,825"
주가수익비율,-
베타,1.66
1년 변동률,-52.98%
발행주식수,"10,790,622"
다음 실적 발표일,2022년 8월 09일
