Key,Data
전일 종가,57.1
금일 변동,56.46-57.86
매출,1.36B
금일 시가,56.46
52주 변동폭,41.54-57.86
주당순이익,6.61
거래량,"21,207"
총 시가,480.36M
배당금,"N/A
(N/A)"
평균 거래량,"26,317"
주가수익비율,8.58
베타,0.61
1년 변동률,25.11%
발행주식수,"8,441,985"
다음 실적 발표일,2022년 5월 26일
