Key,Data
전일 종가,7.92
금일 변동,7.901-8.08
매출,103.35M
금일 시가,7.95
52주 변동폭,6.99-15.78
주당순이익,0.28
거래량,"7,755"
총 시가,111.67M
배당금,"N/A
(N/A)"
평균 거래량,"46,924"
주가수익비율,28.35
베타,1.43
1년 변동률,-14.38%
발행주식수,"13,888,683"
다음 실적 발표일,2022년 8월 11일
