Key,Data
전일 종가,13.98
금일 변동,13.94-14.3
매출,606.16M
금일 시가,13.99
52주 변동폭,12.78-18.54
주당순이익,1.04
거래량,"230,585"
총 시가,1.11B
배당금,"0.08
(0.57%)"
평균 거래량,"289,080"
주가수익비율,13.47
베타,0.49
1년 변동률,-21.5%
발행주식수,"78,933,450"
다음 실적 발표일,2022년 7월 21일
