Key,Data
전일 종가,2.73
금일 변동,2.588-2.72
매출,825.39M
금일 시가,2.72
52주 변동폭,2.58-8.31
주당순이익,-1.37
거래량,"276,288"
총 시가,400.87M
배당금,"N/A
(N/A)"
평균 거래량,"434,764"
주가수익비율,-
베타,1.08
1년 변동률,-62.96%
발행주식수,"150,139,066"
다음 실적 발표일,2022년 8월 03일
