Key,Data
전일 종가,95.07
금일 변동,89.62-93.42
매출,18.88B
금일 시가,92.54
52주 변동폭,77.48-164.46
주당순이익,2.68
거래량,"122,339,727"
총 시가,147.73B
배당금,"N/A
(N/A)"
평균 거래량,"110,277,292"
주가수익비율,34.01
베타,1.82
1년 변동률,17.72%
발행주식수,"1,620,507,904"
다음 실적 발표일,2022년 7월 26일
