Key,Data
전일 종가,6.78
금일 변동,6.28-6.72
매출,2.13B
금일 시가,6.68
52주 변동폭,4.4-11.25
주당순이익,0.55
거래량,"1,437,734"
총 시가,1.2B
배당금,"N/A
(N/A)"
평균 거래량,"1,405,686"
주가수익비율,11.67
베타,2.41
1년 변동률,38.06%
발행주식수,"187,313,460"
다음 실적 발표일,2022년 8월 23일
