Key,Data
전일 종가,9.11
금일 변동,9-9.41
매출,38.9M
금일 시가,9.03
52주 변동폭,7.3-21.5
주당순이익,-2.09
거래량,"130,079"
총 시가,313.57M
배당금,"N/A
(N/A)"
평균 거래량,"146,382"
주가수익비율,-
베타,1.22
1년 변동률,1.65%
발행주식수,"34,047,128"
다음 실적 발표일,2022년 8월 10일
