Key,Data
전일 종가,101.15
금일 변동,97.62-101.92
매출,1.62B
금일 시가,101.08
52주 변동폭,81-107.14
주당순이익,4.27
거래량,"87,178"
총 시가,2.52B
배당금,"1.22
(1.20%)"
평균 거래량,"95,361"
주가수익비율,23.70
베타,1.14
1년 변동률,2.06%
발행주식수,"24,815,171"
다음 실적 발표일,2022년 8월 09일
