Key,Data
전일 종가,38.77
금일 변동,38.62-39.79
매출,604.03M
금일 시가,38.62
52주 변동폭,37.08-51.39
주당순이익,4.35
거래량,"735,810"
총 시가,4.77B
배당금,"1.24
(3.20%)"
평균 거래량,"871,531"
주가수익비율,8.91
베타,1.48
1년 변동률,-8.8%
발행주식수,"120,116,905"
다음 실적 발표일,2022년 7월 21일
