Key,Data
전일 종가,1.05
금일 변동,0.95-1.04
매출,33.29M
금일 시가,1.02
52주 변동폭,0.52-15.9
주당순이익,-11.33
거래량,"30,349,812"
총 시가,332.44M
배당금,"N/A
(N/A)"
평균 거래량,"145,291,997"
주가수익비율,-
베타,2.82
1년 변동률,-90.7%
발행주식수,"332,443,385"
다음 실적 발표일,2022년 5월 25일
