Key,Data
전일 종가,0.64
금일 변동,0.6001-0.64
매출,57.69M
금일 시가,0.64
52주 변동폭,0.4256-1.79
주당순이익,-0.01
거래량,"13,380"
총 시가,11.64M
배당금,"N/A
(N/A)"
평균 거래량,"31,165"
주가수익비율,-
베타,0.02
1년 변동률,-41.84%
발행주식수,"18,198,315"
다음 실적 발표일,2022년 9월 28일
