Key,Data
전일 종가,19.54
금일 변동,19.22-19.74
매출,290.98M
금일 시가,19.46
52주 변동폭,16.92-24.78
주당순이익,1.4
거래량,"108,427"
총 시가,609.6M
배당금,"0.44
(2.28%)"
평균 거래량,"143,107"
주가수익비율,13.97
베타,0.66
1년 변동률,10.49%
발행주식수,"31,650,966"
다음 실적 발표일,2022년 8월 09일
