Key,Data
전일 종가,26.39
금일 변동,26.41-27.09
매출,247.97M
금일 시가,26.73
52주 변동폭,26.33-38.8
주당순이익,1.44
거래량,"8,126"
총 시가,173.77M
배당금,"0.60
(2.27%)"
평균 거래량,"13,357"
주가수익비율,18.36
베타,0.49
1년 변동률,-21.75%
발행주식수,"6,577,044"
다음 실적 발표일,2022년 6월 03일
