Key,Data
전일 종가,0.4327
금일 변동,0.435-0.4499
매출,15.99M
금일 시가,0.4385
52주 변동폭,0.38-6.7
주당순이익,0.1
거래량,"539,741"
총 시가,46.17M
배당금,"N/A
(N/A)"
평균 거래량,"1,157,583"
주가수익비율,4.18
베타,3.46
1년 변동률,-72.96%
발행주식수,"105,157,769"
다음 실적 발표일,2022년 8월 11일
