Key,Data
전일 종가,5.05
금일 변동,4.79-5.04
매출,172.97M
금일 시가,4.96
52주 변동폭,4.38-8.055
주당순이익,-0.29
거래량,"3,981,821"
총 시가,854.42M
배당금,"N/A
(N/A)"
평균 거래량,"1,930,505"
주가수익비율,-
베타,1.18
1년 변동률,-17.72%
발행주식수,"176,898,227"
다음 실적 발표일,2022년 8월 04일
