Key,Data
전일 종가,674.9
금일 변동,620.57-653.92
매출,62.19B
금일 시가,653.53
52주 변동폭,"571.22-1,243.49"
주당순이익,7.4
거래량,"29,225,537"
총 시가,650.78B
배당금,"N/A
(N/A)"
평균 거래량,"26,584,748"
주가수익비율,84.90
베타,2.21
1년 변동률,3.58%
발행주식수,"1,036,009,925"
다음 실적 발표일,2022년 7월 27일
