Key,Data
전일 종가,227.83
금일 변동,225.43-230.23
매출,457.75M
금일 시가,228.61
52주 변동폭,219-286.89
주당순이익,-5.44
거래량,"32,888"
총 시가,3.97B
배당금,"N/A
(N/A)"
평균 거래량,"41,231"
주가수익비율,-
베타,0.58
1년 변동률,-6.49%
발행주식수,"17,477,894"
다음 실적 발표일,2022년 8월 04일
