Key,Data
전일 종가,5.68
금일 변동,5.65-5.7
매출,64.97M
금일 시가,5.651
52주 변동폭,4.89-7.56
주당순이익,0.1
거래량,"2,820"
총 시가,74.9M
배당금,"N/A
(N/A)"
평균 거래량,"14,544"
주가수익비율,57.62
베타,1
1년 변동률,-21%
발행주식수,"13,256,097"
다음 실적 발표일,2022년 8월 10일
