Key,Data
전일 종가,166.71
금일 변동,164.1-167.63
매출,1.35B
금일 시가,164.99
52주 변동폭,159.69-257.03
주당순이익,7.11
거래량,"571,361"
총 시가,18.25B
배당금,"N/A
(N/A)"
평균 거래량,"763,199"
주가수익비율,23.42
베타,1.02
1년 변동률,-25.78%
발행주식수,"109,544,796"
다음 실적 발표일,2022년 7월 28일
