Key,Data
전일 종가,8.9
금일 변동,8.71-8.95
매출,24.87M
금일 시가,8.83
52주 변동폭,5.455-9.9
주당순이익,0.39
거래량,"13,357"
총 시가,151.13M
배당금,"N/A
(N/A)"
평균 거래량,"37,731"
주가수익비율,22.63
베타,1.01
1년 변동률,57.14%
발행주식수,"17,271,768"
다음 실적 발표일,2022년 8월 10일
