Key,Data
전일 종가,5.66
금일 변동,5.68-6
매출,85.2M
금일 시가,5.83
52주 변동폭,4.9-10.94
주당순이익,-1.08
거래량,"82,994"
총 시가,76.42M
배당금,"N/A
(N/A)"
평균 거래량,"86,017"
주가수익비율,-
베타,1.61
1년 변동률,-27.71%
발행주식수,"13,019,241"
다음 실적 발표일,2022년 8월 04일
