Key,Data
전일 종가,26.9
금일 변동,26.39-26.98
매출,39.22M
금일 시가,26.51
52주 변동폭,21.54-27.46
주당순이익,3.52
거래량,"6,340"
총 시가,174.81M
배당금,"0.68
(2.52%)"
평균 거래량,"7,025"
주가수익비율,7.65
베타,0.42
1년 변동률,19.73%
발행주식수,"6,508,251"
다음 실적 발표일,2022년 8월 03일
