Key,Data
전일 종가,14.63
금일 변동,14.52-14.97
매출,92.74M
금일 시가,14.62
52주 변동폭,11.16-15.48
주당순이익,0.59
거래량,"246,044"
총 시가,660.69M
배당금,"0.20
(1.35%)"
평균 거래량,"198,389"
주가수익비율,24.88
베타,1.08
1년 변동률,12.24%
발행주식수,"44,461,045"
다음 실적 발표일,2022년 7월 27일
