Key,Data
전일 종가,24.16
금일 변동,23.95-24.44
매출,43.56M
금일 시가,24.23
52주 변동폭,18.5-25.85
주당순이익,3.41
거래량,"22,160"
총 시가,287.23M
배당금,"0.64
(2.65%)"
평균 거래량,"26,845"
주가수익비율,7.08
베타,0.73
1년 변동률,17.11%
발행주식수,"11,913,497"
다음 실적 발표일,2022년 7월 21일
