Key,Data
전일 종가,70.92
금일 변동,70.13-72.39
매출,2.38B
금일 시가,70.6
52주 변동폭,50.07-76.69
주당순이익,2.66
거래량,"443,132"
총 시가,6.53B
배당금,"N/A
(N/A)"
평균 거래량,"679,850"
주가수익비율,26.70
베타,1.24
1년 변동률,13.02%
발행주식수,"90,526,686"
다음 실적 발표일,2022년 8월 01일
