Key,Data
전일 종가,25.55
금일 변동,24.9-26.11
매출,1.41B
금일 시가,25.57
52주 변동폭,24.4-39.94
주당순이익,1.23
거래량,"536,312"
총 시가,2.97B
배당금,"N/A
(N/A)"
평균 거래량,"698,717"
주가수익비율,20.76
베타,1.11
1년 변동률,-36.01%
발행주식수,"114,786,563"
다음 실적 발표일,2022년 8월 04일
