Key,Data
전일 종가,37.91
금일 변동,37.51-39.15
매출,1.12B
금일 시가,37.97
52주 변동폭,32.94-45.77
주당순이익,0.65
거래량,"358,470"
총 시가,3.92B
배당금,"N/A
(N/A)"
평균 거래량,"671,255"
주가수익비율,58.61
베타,0.95
1년 변동률,9.35%
발행주식수,"100,370,063"
다음 실적 발표일,2022년 7월 13일
