Key,Data
전일 종가,41.94
금일 변동,41.75-41.75
매출,20.74M
금일 시가,41.75
52주 변동폭,27-45.5
주당순이익,0.14
거래량,205
총 시가,84.66M
배당금,"N/A
(N/A)"
평균 거래량,"1,700"
주가수익비율,300.90
베타,-0.19
1년 변동률,55.65%
발행주식수,"2,015,780"
다음 실적 발표일,2022년 6월 29일
