Key,Data
전일 종가,81.07
금일 변동,80.69-82.32
매출,641.01M
금일 시가,80.69
52주 변동폭,67.08-91.37
주당순이익,3.72
거래량,"48,373"
총 시가,1.98B
배당금,"1.82
(2.24%)"
평균 거래량,"84,201"
주가수익비율,21.82
베타,0.78
1년 변동률,-3.33%
발행주식수,"24,345,398"
다음 실적 발표일,2022년 8월 02일
