Key,Data
전일 종가,5.1
금일 변동,4.88-5.2
매출,2.29M
금일 시가,4.99
52주 변동폭,1.43-5.76
주당순이익,-1.22
거래량,"3,400,645"
총 시가,563.33M
배당금,"N/A
(N/A)"
평균 거래량,"6,412,415"
주가수익비율,-
베타,0.98
1년 변동률,119.07%
발행주식수,"108,961,885"
다음 실적 발표일,2022년 8월 04일
