Key,Data
전일 종가,9.24
금일 변동,9.25-9.55
매출,406.77M
금일 시가,9.25
52주 변동폭,7.65-12.88
주당순이익,-0.45
거래량,"53,426"
총 시가,279.49M
배당금,"N/A
(N/A)"
평균 거래량,"87,863"
주가수익비율,-
베타,1.18
1년 변동률,-17.85%
발행주식수,"29,482,538"
다음 실적 발표일,2022년 7월 26일
