Key,Data
전일 종가,53.28
금일 변동,52.94-54.44
매출,1.39B
금일 시가,52.94
52주 변동폭,48.82-61.77
주당순이익,6.67
거래량,"300,201"
총 시가,3.74B
배당금,"1.76
(3.30%)"
평균 거래량,"404,931"
주가수익비율,7.98
베타,1.12
1년 변동률,-9.97%
발행주식수,"69,372,304"
다음 실적 발표일,2022년 8월 01일
